Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Rating
Ridge Racer DS,DS,2004.0,Racing,Namco Bandai Games,0.14,0.0,0.0,0.01,0.15,63.0,35.0,6.7,7.0,E
High Velocity Bowling,PS3,2010.0,Sports,Sony Computer Entertainment,0.13,0.0,0.0,0.01,0.15,66.0,14.0,8.1,23.0,E10+
LEGO Harry Potter Collection,PS4,2016.0,Action,Warner Bros. Interactive Entertainment,0.01,0.11,0.0,0.02,0.15,73.0,16.0,8.1,7.0,E10+
The Quest Trio,DS,2008.0,Puzzle,Avanquest,0.13,0.0,0.0,0.01,0.15,69.5,0.0,7.25,0.0,E
No.1 Muscle Ranking - Kinniku Banzuke Vol. 2: Aratanarugenkai Enochousen!,PS,2000.0,Sports,Konami Digital Entertainment,0.0,0.0,0.14,0.01,0.15,69.5,0.0,7.25,0.0,NR
Brain Boost: Beta Wave,DS,2005.0,Puzzle,505 Games,0.14,0.0,0.0,0.01,0.15,39.0,12.0,2.5,4.0,E
Power Pro Kun Pocket 9,DS,2006.0,Sports,Konami Digital Entertainment,0.0,0.0,0.15,0.0,0.15,69.5,0.0,7.25,0.0,NR
Shenmue II,DC,2001.0,Adventure,Sega,0.0,0.0,0.15,0.0,0.15,88.0,9.0,9.4,201.0,T
Armored Core: For Answer,X360,2008.0,Simulation,Ubisoft,0.06,0.01,0.07,0.01,0.15,64.0,22.0,7.7,38.0,T
Sumikko Gurashi: Omise Hajimerundesu,3DS,2015.0,Action,Nippon Columbia,0.0,0.0,0.15,0.0,0.15,69.5,0.0,7.25,0.0,NR
Major League Baseball 2K8,PS2,2008.0,Sports,Bethesda Softworks,0.07,0.06,0.0,0.02,0.15,69.5,0.0,6.5,4.0,E
Capcom Classics Collection,XB,2005.0,Misc,Capcom,0.11,0.03,0.0,0.01,0.15,81.0,23.0,7.25,0.0,T
Fugitive Hunter: War on Terror,PS2,2003.0,Shooter,Play It,0.07,0.06,0.0,0.02,0.15,35.0,15.0,5.0,23.0,M
The Incredible Hulk: Ultimate Destruction,GC,2005.0,Action,Vivendi Games,0.11,0.03,0.0,0.0,0.15,84.0,30.0,9.1,14.0,T
Candace Kane's Candy Factory,Wii,2008.0,Action,Destineer,0.14,0.0,0.0,0.01,0.15,69.5,0.0,7.25,0.0,E
Prince of Persia: The Two Thrones,GC,2005.0,Action,Ubisoft,0.11,0.03,0.0,0.0,0.15,84.0,34.0,8.1,22.0,M
Blazing Angels 2: Secret Missions of WWII,PS3,2007.0,Simulation,Ubisoft,0.1,0.03,0.0,0.02,0.15,70.0,10.0,7.2,12.0,T
Ore no Imouto ga Konna ni Kawaii wake ga Nai Portable,PSP,2011.0,Adventure,Banpresto,0.0,0.0,0.15,0.0,0.15,69.5,0.0,7.25,0.0,NR
Pac-Man World 3,XB,2005.0,Platform,Namco Bandai Games,0.11,0.04,0.0,0.01,0.15,65.0,16.0,7.25,0.0,E
SNK Arcade Classics Vol. 1,PSP,2008.0,Misc,Ignition Entertainment,0.13,0.0,0.01,0.01,0.15,68.0,13.0,7.25,0.0,T
Phantasy Star Online Episode I & II,XB,2003.0,Role-Playing,Sega,0.11,0.03,0.0,0.01,0.15,69.5,0.0,7.25,0.0,NR
The Legend of Heroes: Trails of Cold Steel II,PS3,2014.0,Role-Playing,Nippon Ichi Software,0.02,0.02,0.11,0.01,0.15,90.0,4.0,7.8,71.0,T
Sam & Max: Season One,Wii,2008.0,Adventure,JoWood Productions,0.13,0.01,0.0,0.01,0.15,69.5,0.0,7.25,0.0,NR
Backyard Sports: Sandlot Sluggers,Wii,2010.0,Sports,Atari,0.14,0.0,0.0,0.01,0.15,69.5,0.0,7.25,0.0,E
Batman Begins,GC,2005.0,Action,Electronic Arts,0.11,0.03,0.0,0.0,0.15,66.0,38.0,7.2,10.0,T
Yakuza: Ishin,PS4,2014.0,Action,Sega,0.0,0.0,0.15,0.0,0.15,69.5,0.0,7.25,0.0,NR
Nancy Drew: The White Wolf of Icicle Creek,Wii,2008.0,Adventure,Sega,0.14,0.0,0.0,0.01,0.15,67.0,9.0,7.25,0.0,E
Toy Story Racer,PS,2001.0,Racing,Activision,0.08,0.06,0.0,0.01,0.15,76.0,8.0,8.7,9.0,E
Disney's Donald Duck: Goin' Quackers,PS,2000.0,Platform,Ubisoft,0.08,0.06,0.0,0.01,0.15,65.0,4.0,7.0,10.0,E
Mobile Suit Gundam: Perfect One Year War,PS,1997.0,Strategy,Namco Bandai Games,0.0,0.0,0.14,0.01,0.15,0.0,0.0,0.0,0.0,NR
Galerians,PS,1999.0,Adventure,Crave Entertainment,0.08,0.06,0.0,0.01,0.15,0.0,0.0,0.0,0.0,NR
Ys: The Oath in Felghana,PSP,2010.0,Role-Playing,Falcom Corporation,0.09,0.0,0.04,0.01,0.15,80.0,25.0,8.3,57.0,T
Crash: Twinsanity,XB,2004.0,Platform,Vivendi Games,0.11,0.03,0.0,0.01,0.15,66.0,30.0,8.7,29.0,E
We Dance,Wii,2011.0,Misc,Nordic Games,0.0,0.13,0.0,0.02,0.15,69.5,0.0,7.25,0.0,NR
Space Camp,DS,2009.0,Action,Activision,0.14,0.0,0.0,0.01,0.15,69.5,0.0,7.25,0.0,E
DrumMania,PS2,2000.0,Simulation,Konami Digital Entertainment,0.0,0.0,0.15,0.0,0.15,69.5,0.0,7.25,0.0,NR
Hoppechan: Tsukutte! Asonde! Punipuni Town!!,3DS,2013.0,Action,Nippon Columbia,0.0,0.0,0.15,0.0,0.15,69.5,0.0,7.25,0.0,NR
Yu-Gi-Oh! Nightmare Troubadour (US sales),DS,2005.0,Action,Konami Digital Entertainment,0.15,0.0,0.0,0.0,0.15,69.5,0.0,7.25,0.0,NR
SpongeBob's Truth or Square,DS,2009.0,Action,THQ,0.07,0.07,0.0,0.01,0.15,69.5,0.0,7.25,0.0,E
Tamagotchi no Narikiri Channel,DS,2009.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.15,0.0,0.15,69.5,0.0,7.25,0.0,NR
Arena Football,XB,2006.0,Sports,Electronic Arts,0.11,0.03,0.0,0.01,0.15,65.0,17.0,8.5,10.0,E10+
Power Pro Kun Pocket 1+2,GBA,2004.0,Sports,Konami Digital Entertainment,0.0,0.0,0.14,0.0,0.15,69.5,0.0,7.25,0.0,NR
Medal of Honor: Infiltrator,GBA,2003.0,Shooter,Electronic Arts,0.11,0.04,0.0,0.0,0.15,80.0,19.0,7.2,12.0,T
Skylanders: SuperChargers,Wii,2015.0,Action,Activision,0.02,0.12,0.0,0.01,0.15,69.5,0.0,7.25,0.0,NR
Blazing Dragons,PS,1996.0,Adventure,Crystal Dynamics,0.08,0.06,0.0,0.01,0.15,0.0,0.0,0.0,0.0,NR
Lego Star Wars: The Force Awakens,WiiU,2016.0,Action,Warner Bros. Interactive Entertainment,0.06,0.07,0.01,0.01,0.15,74.0,6.0,8.0,11.0,E10+
Victorious: Hollywood Arts Debut,DS,2011.0,Misc,D3Publisher,0.13,0.01,0.0,0.01,0.15,69.5,0.0,7.25,0.0,E
The Wizard of Oz: Beyond The Yellow Brick Road,DS,2008.0,Role-Playing,D3Publisher,0.13,0.0,0.0,0.01,0.15,68.0,18.0,6.0,4.0,E
Baseball Blast!,Wii,2009.0,Sports,Take-Two Interactive,0.14,0.0,0.0,0.01,0.15,69.5,0.0,7.25,0.0,NR
Super Monkey Ball Deluxe,XB,2005.0,Misc,Sega,0.11,0.03,0.0,0.01,0.15,81.0,25.0,8.2,9.0,E
Shin Megami Tensei: Devil Summoner - Soul Hackers,PS,1999.0,Role-Playing,Atlus,0.0,0.0,0.14,0.01,0.15,0.0,0.0,0.0,0.0,NR
Shin Chan: ¡Aventuras de Cine!,DS,2008.0,Platform,505 Games,0.0,0.0,0.15,0.0,0.15,69.5,0.0,7.25,0.0,NR
Jurassic: The Hunted,Wii,2009.0,Shooter,Activision,0.14,0.0,0.0,0.01,0.15,69.5,0.0,7.25,0.0,T
The Cursed Crusade,X360,2011.0,Action,DTP Entertainment,0.08,0.05,0.0,0.01,0.15,39.0,27.0,4.4,29.0,M
Charm Girls Club: Pajama Party,Wii,2009.0,Misc,Electronic Arts,0.14,0.0,0.0,0.01,0.15,69.5,0.0,7.25,0.0,E
SpongeBob's Boating Bash,DS,2010.0,Misc,THQ,0.13,0.0,0.0,0.01,0.15,69.5,0.0,7.25,0.0,E
Tamagotchi Collection,DS,2011.0,Misc,Namco Bandai Games,0.0,0.0,0.15,0.0,0.15,69.5,0.0,7.25,0.0,NR
Earth Defense Force 2025,X360,2013.0,Shooter,D3Publisher,0.06,0.03,0.05,0.01,0.15,68.0,25.0,8.1,63.0,M
NHL 2K10,X360,2009.0,Sports,Take-Two Interactive,0.11,0.02,0.0,0.01,0.15,69.0,31.0,7.9,15.0,E10+
White Knight Chronicles: Origins,PSP,2011.0,Role-Playing,Sony Computer Entertainment,0.0,0.04,0.09,0.02,0.15,69.5,0.0,7.25,0.0,NR
Trivial Pursuit: Bet You Know It,Wii,2011.0,Misc,Electronic Arts,0.09,0.04,0.0,0.01,0.15,69.5,0.0,7.25,0.0,T
Turbo Prop Racing,PS,1997.0,Racing,Sony Computer Entertainment,0.08,0.06,0.0,0.01,0.15,0.0,0.0,0.0,0.0,NR
Barbie Superpack: Secret Agent / Groovy Games,GBA,2005.0,Misc,Vivendi Games,0.1,0.04,0.0,0.0,0.15,69.5,0.0,7.25,0.0,NR
Tom Clancy's Ghost Recon,GC,2003.0,Shooter,Ubisoft,0.11,0.03,0.0,0.0,0.15,59.0,15.0,5.4,17.0,M
Pac-Man Party 3D,3DS,2011.0,Misc,Namco Bandai Games,0.09,0.04,0.0,0.01,0.15,43.0,11.0,5.4,11.0,E
Dance Dance Revolution (North America),PS,2001.0,Simulation,Konami Digital Entertainment,0.08,0.06,0.0,0.01,0.15,69.5,0.0,7.25,0.0,NR
Darkstalkers Chronicle: The Chaos Tower,PSP,2004.0,Fighting,Capcom,0.13,0.0,0.0,0.01,0.15,74.0,27.0,7.9,25.0,T
WWE '13,Wii,2012.0,Action,THQ,0.11,0.02,0.0,0.01,0.15,74.0,4.0,6.0,9.0,T
Mad Dash Racing,XB,2001.0,Racing,Eidos Interactive,0.11,0.03,0.0,0.01,0.15,65.0,21.0,7.7,6.0,T
Bakugan Battle Brawlers: Defenders of the Core,X360,2010.0,Action,Activision,0.11,0.02,0.0,0.01,0.15,62.0,10.0,7.25,0.0,E10+
Rayman Origins,3DS,2012.0,Platform,Ubisoft,0.06,0.08,0.0,0.01,0.15,71.0,8.0,6.3,65.0,E10+
Summon Night 5,PSP,2013.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.15,0.0,0.15,74.0,7.0,8.3,6.0,T
MotoGP 2: Ultimate Racing Technology,PS2,2001.0,Racing,Sony Computer Entertainment,0.07,0.06,0.0,0.02,0.15,69.5,0.0,7.25,0.0,NR
Black * Rock Shooter: The Game,PSP,2011.0,Role-Playing,Unknown,0.0,0.0,0.15,0.0,0.15,66.0,19.0,7.2,39.0,T
BMX XXX,PS2,2002.0,Sports,Acclaim Entertainment,0.07,0.06,0.0,0.02,0.15,54.0,14.0,4.6,17.0,M
Dragon Ball Z: Idainaru Dragon Ball Densetsu,SAT,1995.0,Fighting,Namco Bandai Games,0.0,0.0,0.15,0.0,0.15,0.0,0.0,0.0,0.0,NR
Sonic Advance & Sonic Pinball Party Combo Pack,GBA,2005.0,Misc,Sega,0.1,0.04,0.0,0.0,0.15,69.5,0.0,7.25,0.0,NR
Boktai: The Sun is in Your Hand,GBA,2003.0,Role-Playing,Konami Digital Entertainment,0.1,0.04,0.0,0.0,0.15,83.0,31.0,9.6,16.0,E
Making History: The Great War,Wii,2010.0,Strategy,Namco Bandai Games,0.0,0.0,0.15,0.0,0.15,69.5,0.0,7.25,0.0,NR
Guilty Gear X2 #Reload,XB,2004.0,Fighting,Zoo Digital Publishing,0.11,0.03,0.0,0.01,0.15,86.0,34.0,7.6,12.0,T
Wizardry VII: Gadeia no Houshu,PS,1995.0,Role-Playing,Sony Computer Entertainment,0.0,0.0,0.14,0.01,0.15,0.0,0.0,0.0,0.0,NR
ReCore,XOne,2016.0,Action,Microsoft Game Studios,0.08,0.05,0.0,0.01,0.15,63.0,75.0,6.6,445.0,T
Soldier of Fortune: Payback,PS3,2007.0,Shooter,Activision,0.12,0.02,0.0,0.01,0.15,50.0,14.0,5.4,13.0,M
F1 2012,PC,2012.0,Racing,Codemasters,0.01,0.11,0.0,0.02,0.15,80.0,15.0,6.9,115.0,E
Elf: The Movie,GBA,2004.0,Action,Crave Entertainment,0.1,0.04,0.0,0.0,0.15,69.5,0.0,7.25,0.0,E
MLB SlugFest 20-03,GC,2002.0,Sports,Midway Games,0.11,0.03,0.0,0.0,0.15,80.0,10.0,7.5,4.0,E
Tiger Woods PGA Tour,DS,2004.0,Sports,Electronic Arts,0.13,0.0,0.0,0.01,0.14,64.0,21.0,7.4,7.0,E
Tamagotchi no Appare! Niji Venture,DS,2007.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.14,0.0,0.14,69.5,0.0,7.25,0.0,NR
Ultimate Board Game Collection,Wii,2007.0,Misc,Xplosiv,0.13,0.0,0.0,0.01,0.14,69.5,0.0,7.25,0.0,E
Grabbed by the Ghoulies,XB,2003.0,Action,Microsoft Game Studios,0.11,0.03,0.0,0.01,0.14,66.0,42.0,7.3,28.0,E
Cars: Mater-National Championship,X360,2007.0,Racing,THQ,0.13,0.0,0.0,0.01,0.14,58.0,9.0,7.8,6.0,E
Shadow Hearts: From The New World,PS2,2005.0,Role-Playing,Ghostlight,0.07,0.06,0.0,0.02,0.14,76.0,42.0,8.2,33.0,T
Rayman Raving Rabbids,DS,2007.0,Misc,Ubisoft,0.13,0.01,0.0,0.01,0.14,56.0,13.0,6.1,8.0,E
Terraria,PC,2011.0,Action,Unknown,0.0,0.13,0.0,0.01,0.14,83.0,29.0,8.5,1613.0,T
Derby Stallion Gold,3DS,2014.0,Sports,Kadokawa Shoten,0.0,0.0,0.14,0.0,0.14,69.5,0.0,7.25,0.0,NR
CSI: 3 Dimensions of Murder,PS2,2007.0,Adventure,Ubisoft,0.07,0.06,0.0,0.02,0.14,69.5,0.0,7.25,0.0,M
Barbarian,PS2,2002.0,Fighting,Titus,0.07,0.06,0.0,0.02,0.14,63.0,22.0,7.25,0.0,T
Tennis no Oji-Sama: Aim at The Victory!,GBA,2002.0,Sports,Konami Digital Entertainment,0.0,0.0,0.14,0.0,0.14,69.5,0.0,7.25,0.0,NR
L.A. Rush,XB,2005.0,Racing,Midway Games,0.11,0.03,0.0,0.01,0.14,59.0,36.0,3.0,4.0,T
Rubik's World,Wii,2008.0,Puzzle,Game Factory,0.12,0.01,0.0,0.01,0.14,64.0,9.0,7.25,0.0,E
Record of Agarest War 2,PS3,2010.0,Role-Playing,Compile Heart,0.09,0.0,0.04,0.01,0.14,56.0,6.0,7.2,36.0,T
QuickSpot,DS,2006.0,Misc,Namco Bandai Games,0.01,0.0,0.13,0.0,0.14,68.0,18.0,7.25,0.0,E10+
"Lunar 2: Eternal Blue(sales, but wrong system)",GEN,1994.0,Role-Playing,Game Arts,0.0,0.0,0.14,0.0,0.14,0.0,0.0,0.0,0.0,NR
Pipe Dreams 3D,PS,2001.0,Puzzle,Empire Interactive,0.08,0.05,0.0,0.01,0.14,69.5,0.0,7.25,0.0,E
Skylanders Giants,3DS,2012.0,Action,Activision,0.12,0.01,0.0,0.01,0.14,59.0,9.0,5.0,13.0,E10+
Spider-Man: Friend or Foe,Wii,2007.0,Action,Activision,0.13,0.0,0.0,0.01,0.14,59.0,29.0,8.0,6.0,E10+
Fox Sports Golf '99,PS,1997.0,Sports,Gremlin Interactive Ltd,0.08,0.05,0.0,0.01,0.14,0.0,0.0,0.0,0.0,NR
Power Rangers: Super Legends,PS2,2007.0,Action,Disney Interactive Studios,0.07,0.06,0.0,0.02,0.14,69.5,0.0,3.0,5.0,E10+
Jurassic: The Hunted,PS2,2009.0,Shooter,Activision,0.07,0.06,0.0,0.02,0.14,69.5,0.0,7.25,0.0,T
Sakura Wars GB,GB,2000.0,Adventure,Media Factory,0.0,0.0,0.14,0.0,0.14,69.5,0.0,7.25,0.0,NR
Shining Force CD,SCD,1994.0,Strategy,Sega,0.0,0.0,0.14,0.0,0.14,0.0,0.0,0.0,0.0,NR
Fatal Frame,PS2,2001.0,Action,Wanadoo,0.07,0.06,0.0,0.02,0.14,74.0,22.0,8.9,72.0,T
Rayman 3,GBA,2003.0,Platform,Ubisoft,0.1,0.04,0.0,0.0,0.14,83.0,21.0,7.8,8.0,E
The Fifth Element,PS,1998.0,Action,Sony Computer Entertainment,0.08,0.05,0.0,0.01,0.14,0.0,0.0,0.0,0.0,NR
BlazBlue: Chrono Phantasma Extend,PS4,2015.0,Action,PQube,0.07,0.03,0.02,0.02,0.14,80.0,10.0,7.7,31.0,T
Okaeri! Chibi-Robo! Happy Richie Oosouji,DS,2009.0,Adventure,Nintendo,0.0,0.0,0.14,0.0,0.14,69.5,0.0,7.25,0.0,NR
Wild ARMs 4,PS2,2005.0,Role-Playing,505 Games,0.07,0.06,0.0,0.02,0.14,69.0,38.0,7.3,17.0,T
Ratatouille,GC,2007.0,Action,THQ,0.11,0.03,0.0,0.0,0.14,60.0,7.0,5.6,7.0,E
G.I. Joe: The Rise of Cobra,PS2,2009.0,Action,Electronic Arts,0.11,0.0,0.0,0.03,0.14,50.0,4.0,2.3,6.0,T
Casper: Spirit Dimensions,PS2,2001.0,Platform,TDK Mediactive,0.07,0.05,0.0,0.02,0.14,58.0,7.0,3.5,6.0,E
Super Robot Taisen OG Saga: Endless Frontier (JP sales),DS,2008.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.14,0.0,0.14,69.5,0.0,7.25,0.0,NR
Sengoku Musou 3 Empires,PS3,2011.0,Action,Tecmo Koei,0.0,0.0,0.14,0.0,0.14,69.5,0.0,7.25,0.0,NR
Thunder Truck Rally,PS,1997.0,Racing,Psygnosis,0.08,0.05,0.0,0.01,0.14,0.0,0.0,0.0,0.0,NR
Klonoa: Empire of Dreams,GBA,2001.0,Platform,Infogrames,0.1,0.04,0.0,0.0,0.14,69.5,0.0,7.25,0.0,NR
SafeCracker: The Ultimate Puzzle Adventure,DS,2009.0,Puzzle,The Adventure Company,0.07,0.06,0.0,0.01,0.14,43.0,4.0,7.25,0.0,E
Geometry Wars: Galaxies,DS,2007.0,Shooter,Vivendi Games,0.13,0.0,0.0,0.01,0.14,79.0,36.0,7.9,26.0,E
Famista Returns,3DS,2015.0,Sports,Namco Bandai Games,0.0,0.0,0.14,0.0,0.14,69.5,0.0,7.25,0.0,NR
Syndicate,PS3,2012.0,Shooter,EA Games,0.07,0.06,0.0,0.02,0.14,75.0,29.0,6.5,106.0,M
Adrenalin Misfits,X360,2010.0,Racing,Konami Digital Entertainment,0.12,0.02,0.0,0.01,0.14,50.0,32.0,7.25,0.0,E
Karaoke Revolution Glee: Volume 3,X360,2011.0,Misc,Konami Digital Entertainment,0.13,0.0,0.0,0.01,0.14,69.5,0.0,7.25,0.0,T
Cave Story 3D,3DS,2011.0,Platform,Nippon Ichi Software,0.09,0.03,0.01,0.01,0.14,82.0,29.0,7.7,72.0,E10+
Iron & Blood,PS,1996.0,Fighting,Acclaim Entertainment,0.08,0.05,0.0,0.01,0.14,0.0,0.0,0.0,0.0,NR
Mega Man Powered Up,PSP,2006.0,Platform,Capcom,0.12,0.01,0.0,0.02,0.14,82.0,28.0,7.5,36.0,E
Balloon Pop,DS,2009.0,Puzzle,UFO Interactive,0.13,0.0,0.0,0.01,0.14,69.5,0.0,7.25,0.0,E
Class of Heroes,PSP,2008.0,Role-Playing,Acquire,0.06,0.0,0.08,0.01,0.14,61.0,12.0,7.1,12.0,T
Second Sight,PS2,2004.0,Adventure,Codemasters,0.07,0.05,0.0,0.02,0.14,76.0,48.0,8.0,23.0,T
Heroes of Mana,DS,2007.0,Strategy,Square Enix,0.07,0.01,0.05,0.01,0.14,66.0,32.0,7.25,0.0,E10+
Alien: Isolation,PC,2014.0,Shooter,Sega,0.0,0.14,0.0,0.01,0.14,81.0,41.0,8.4,1588.0,M
G.I. Joe: The Rise of Cobra,PSP,2009.0,Action,Electronic Arts,0.11,0.02,0.0,0.02,0.14,69.5,0.0,7.25,0.0,T
Just Cause 3,PC,2015.0,Action,Square Enix,0.03,0.11,0.0,0.01,0.14,74.0,50.0,5.3,529.0,M
Monster House,PS2,2006.0,Adventure,THQ,0.07,0.05,0.0,0.02,0.14,59.0,27.0,7.25,0.0,E10+
Phantom Brave,PS2,2004.0,Role-Playing,Tecmo Koei,0.07,0.05,0.0,0.02,0.14,81.0,40.0,7.9,22.0,T
Thor: God of Thunder,X360,2011.0,Action,Sega,0.09,0.04,0.0,0.01,0.14,38.0,40.0,5.7,22.0,T
Championship Motocross 2001 featuring Ricky Carmichael,PS,2001.0,Racing,THQ,0.08,0.05,0.0,0.01,0.14,70.0,8.0,7.25,0.0,T
Kenka Banchou 5: Otoko no Housoku,PSP,2011.0,Action,Spike,0.0,0.0,0.14,0.0,0.14,69.5,0.0,7.25,0.0,NR
Doshin the Giant,GC,2002.0,Simulation,Nintendo,0.0,0.0,0.14,0.0,0.14,69.5,0.0,7.25,0.0,NR
Star Ocean: Blue Sphere,GB,2001.0,Role-Playing,Enix Corporation,0.0,0.0,0.14,0.0,0.14,69.5,0.0,7.25,0.0,NR
Shrek 2 and Shark Tale 2-in-1 Pack,GBA,2005.0,Misc,Activision,0.1,0.04,0.0,0.0,0.14,69.5,0.0,7.25,0.0,NR
Mojo!,PS2,2003.0,Puzzle,Mindscape,0.07,0.05,0.0,0.02,0.14,69.5,0.0,7.25,0.0,NR
Kamen Rider Ryuki,PS,2002.0,Action,Namco Bandai Games,0.0,0.0,0.13,0.01,0.14,69.5,0.0,7.25,0.0,NR
Front Mission Alternative,PS,1997.0,Strategy,SquareSoft,0.0,0.0,0.13,0.01,0.14,0.0,0.0,0.0,0.0,NR
World Championship Poker: Howard Lederer - All In,PSP,2006.0,Misc,505 Games,0.13,0.0,0.0,0.01,0.14,69.5,0.0,7.25,0.0,NR
FIFA Soccer 2005,GC,2004.0,Sports,Electronic Arts,0.11,0.03,0.0,0.0,0.14,78.0,22.0,8.5,6.0,E
Harvest Moon: Hero of Leaf Valley,PSP,2009.0,Simulation,Rising Star Games,0.07,0.02,0.05,0.01,0.14,74.0,6.0,7.9,12.0,E
Diner Dash: Flo on the Go,DS,2009.0,Puzzle,Zoo Games,0.13,0.0,0.0,0.01,0.14,69.5,0.0,7.25,0.0,E
Hexyz Force,PSP,2009.0,Role-Playing,Atlus,0.07,0.0,0.06,0.01,0.14,68.0,13.0,7.3,21.0,T
Power Stone,DC,1998.0,Fighting,Eidos Interactive,0.0,0.0,0.14,0.0,0.14,0.0,0.0,0.0,0.0,NR
Jonny Moseley Mad Trix,PS2,2001.0,Sports,3DO,0.07,0.05,0.0,0.02,0.14,44.0,14.0,5.7,6.0,T
Uta no * Prince-Sama: Repeat,PSP,2011.0,Adventure,Broccoli,0.0,0.0,0.14,0.0,0.14,69.5,0.0,7.25,0.0,NR
Senran Kagura Burst: Guren no Sh?jo-tachi,3DS,2012.0,Action,Marvelous Entertainment,0.0,0.0,0.14,0.0,0.14,69.5,0.0,7.25,0.0,NR
MTV Music Generator 3: This Is the Remix,PS2,2004.0,Misc,Codemasters,0.07,0.05,0.0,0.02,0.14,79.0,28.0,8.6,8.0,T
Cake Mania 3,DS,2009.0,Simulation,Majesco Entertainment,0.13,0.0,0.0,0.01,0.14,69.5,0.0,7.25,0.0,E
Zetta Hero Project: Unlosing Ranger vs. Darkdeath Evilman,PSP,2010.0,Role-Playing,Nippon Ichi Software,0.07,0.0,0.06,0.01,0.14,69.5,0.0,7.25,0.0,NR
Gundam Breaker 2,PS3,2014.0,Action,Namco Bandai Games,0.0,0.0,0.14,0.0,0.14,69.5,0.0,7.25,0.0,NR
.hack//Link,PSP,2010.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.14,0.0,0.14,69.5,0.0,7.25,0.0,NR
Terminator 3: Rise of the Machines,XB,2003.0,Action,Atari,0.11,0.03,0.0,0.01,0.14,35.0,24.0,2.0,10.0,T
SSX On Tour,XB,2005.0,Sports,Electronic Arts,0.11,0.03,0.0,0.01,0.14,81.0,35.0,8.1,10.0,E
NCAA College Basketball 2K3,XB,2002.0,Sports,Sega,0.11,0.03,0.0,0.01,0.14,84.0,12.0,8.4,5.0,E
Victorious Boxers: Revolution,Wii,2007.0,Fighting,Ubisoft,0.07,0.0,0.06,0.01,0.14,59.0,26.0,5.4,8.0,T
Farming Simulator 2013,PS3,2013.0,Simulation,Focus Home Interactive,0.0,0.09,0.02,0.02,0.14,40.0,17.0,2.9,9.0,E
The Legend of Heroes II: Prophecy of the Moonlight Witch,PSP,2004.0,Role-Playing,Namco Bandai Games,0.03,0.0,0.11,0.0,0.14,63.0,25.0,6.9,11.0,E10+
Doom,GBA,2001.0,Shooter,Activision,0.1,0.04,0.0,0.0,0.14,81.0,24.0,8.5,15.0,T
Hidden Mysteries: Salem Secrets - Witch Trials of 1692,DS,2010.0,Puzzle,Astragon,0.09,0.04,0.0,0.01,0.14,69.5,0.0,7.25,0.0,NR
Mary-Kate and Ashley: Winners Circle,PS,2001.0,Action,Acclaim Entertainment,0.08,0.05,0.0,0.01,0.14,69.5,0.0,7.25,0.0,NR
Jewel Quest Solitaire,DS,2009.0,Puzzle,GSP,0.0,0.13,0.0,0.02,0.14,69.5,0.0,7.25,0.0,NR
PaRappa The Rapper 2,PS2,2001.0,Misc,Sony Computer Entertainment,0.07,0.05,0.0,0.02,0.14,67.0,26.0,6.6,26.0,E
OutRun 2,XB,2004.0,Racing,Sega,0.11,0.03,0.0,0.01,0.14,69.5,0.0,7.25,0.0,NR
Okami,PS3,2012.0,Action,Capcom,0.0,0.0,0.14,0.0,0.14,69.5,0.0,7.25,0.0,NR
Marvel vs. Capcom 2: New Age of Heroes,DC,2000.0,Fighting,Virgin Interactive,0.0,0.0,0.14,0.0,0.14,69.5,0.0,7.25,0.0,NR
Super Dodgeball Brawlers,DS,2008.0,Sports,Arc System Works,0.13,0.0,0.0,0.01,0.14,65.0,12.0,7.25,0.0,E
NFL Head Coach 09,PS3,2008.0,Sports,Electronic Arts,0.13,0.0,0.0,0.01,0.14,64.0,12.0,7.1,12.0,E
Hitman: Blood Money,XB,2006.0,Action,Eidos Interactive,0.11,0.03,0.0,0.01,0.14,81.0,27.0,9.1,32.0,M
Soukaigi,PS,1998.0,Role-Playing,SquareSoft,0.0,0.0,0.13,0.01,0.14,0.0,0.0,0.0,0.0,NR
PANGYA: Fantasy Golf,PSP,2009.0,Sports,Takara Tomy,0.09,0.0,0.04,0.01,0.14,77.0,16.0,7.0,13.0,E10+
Fast Food Panic,DS,2010.0,Simulation,Nobilis,0.13,0.0,0.0,0.01,0.14,69.5,0.0,7.25,0.0,E
Pipe Mania,PS2,2008.0,Puzzle,Empire Interactive,0.07,0.05,0.0,0.02,0.14,68.0,4.0,7.25,0.0,E
Xevious 3D/G+,PS,1997.0,Shooter,Sony Computer Entertainment,0.01,0.01,0.11,0.01,0.14,0.0,0.0,0.0,0.0,NR
Metal Gear Solid V: Ground Zeroes,X360,2014.0,Action,Konami Digital Entertainment,0.07,0.05,0.01,0.01,0.14,69.5,0.0,5.7,148.0,M
Gretzky NHL 06,PSP,2005.0,Sports,Sony Computer Entertainment,0.13,0.0,0.0,0.01,0.14,65.0,22.0,6.8,4.0,E10+
